time,tweet 
2020-07-03 03:22:13,b'In case you missed the #MCILIV here are the Highlights  ...\n@ManCity \n@premierleague https://t.co/tWD3zs2sPw'
2020-07-03 03:22:05,b'RT @ft_Realtor: Check out my Gig on Fiverr: do converting getresponse landing page for your business https://t.co/w9CBTctgfM \n\n#Davido #Dba\xe2\x80\xa6'
2020-07-03 03:22:04,b'RT @Chief_umar: Gomez going for the wrong ball.\xf0\x9f\x98\x82\n #MCILIV https://t.co/K1x0619r6d'
2020-07-03 03:22:02,b'RT @rantsnbants: NAAAAH WHO DID THIS?! \xf0\x9f\xa4\xa3 \xe2\x80\x9cgUaRd oF hOnOuR\xe2\x80\x9d #MCILIV https://t.co/wJqEleEU7y'
2020-07-03 03:22:01,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:22:00,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 03:22:00,"b'Like, Manchester City and their fans are actually sat there trying to take the piss out of Liverpool for the result\xe2\x80\xa6 https://t.co/AAXiauAZnV'"
2020-07-03 03:21:59,b'RT @PL_GOALS_: Foden goal vs Liverpool (3-0) #MCILIV \n\nhttps://t.co/6S5EvgpKow'
2020-07-03 03:21:57,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 03:21:55,b'Check out my Gig on Fiverr: do a responsive squarespace website design https://t.co/qMpagFsoxk \n\n#Davido #Dbanj #mompha #MCILIV #segalink'
2020-07-03 03:21:53,b'RT @Views09: Who would you prefer in your team?\n1.Retweet for Kevin De Bruyne\n2. Like for Paul Pogba \n#MCILIV https://t.co/iFQ3nV1TAh'
2020-07-03 03:21:48,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:21:43,"b'RT @chubiei: ""Liverpool fans but we don\'t care, we have won the league""\n#MCILIV https://t.co/GHk7IqwFfk'"
2020-07-03 03:21:40,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 03:21:38,b'RT @Views09: Who would you prefer in your team?\n1.Retweet for Kevin De Bruyne\n2. Like for Paul Pogba \n#MCILIV https://t.co/iFQ3nV1TAh'
2020-07-03 03:21:37,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 03:21:36,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 03:21:33,b'RT @GWijnaldum: Not our best performance. We\xe2\x80\x99ll make sure we\xe2\x80\x98ll show up strong next time \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe #MCILIV https://t.co/EFnnPECbSI'
2020-07-03 03:21:32,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 03:21:25,b'RT @FPLRushil: When will we accept that KDB is the best player in the world atm?\n\n#MCILIV'
2020-07-03 03:21:20,b'RT @Zlatan_Ibile: On our way to solve the matter chai this is getting unbearable 4:0 #MCILIV https://t.co/VP2YiJx1n0'
2020-07-03 03:21:16,"b""RT @ManCityzenscom: Just a reminder that there's people that think Henderson should win Player of the season over De Bruyne. #MCFC #LFC #MC\xe2\x80\xa6"""
2020-07-03 03:21:16,b'RT @Anambravirgin: When your enemies prepare a table before you.. So that they can break it\xf0\x9f\x98\xad\n#MCILIV https://t.co/gUubpoU3nK'
2020-07-03 03:21:11,b'RT @OfficialFPL: Kevin De Bruyne and Phil Foden have returned the most \xe2\x9a\xbds and \xf0\x9f\x85\xb0\xef\xb8\x8fs (5) since the restart\n\n#FPL #MCILIV https://t.co/ySRWnF0I\xe2\x80\xa6'
2020-07-03 03:21:10,"b""RT @Awhybliss_: So I can't leave church WhatsApp group again which one is bro A.Y you just left God's presence. \xf0\x9f\x99\x84\n\n#MCILIV sagalinks Pablo\xe2\x80\xa6"""
2020-07-03 03:21:09,b'RT @goal: The champions are HUMBLED.\n\n#MCILIV https://t.co/RfQi5OufQ9'
2020-07-03 03:21:09,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:21:06,b'RT @TheSportSocial: Absolutely mental that Jordan Henderson\xe2\x80\x99s might win Player of the Year ahead of Kevin De Bruyne. If you need help ident\xe2\x80\xa6'
2020-07-03 03:21:04,b'RT @rantsnbants: Guard of honour then punched them man in the throat \xf0\x9f\xa4\xa3 this league title needs and asterisk forreal \xf0\x9f\x98\xad #MCILIV'
2020-07-03 03:20:53,b'RT @premierleague: Welcoming the \xf0\x9d\x90\x9c\xf0\x9d\x90\xa1\xf0\x9d\x90\x9a\xf0\x9d\x90\xa6\xf0\x9d\x90\xa9\xf0\x9d\x90\xa2\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xac \xf0\x9f\x8c\x9f\n\n#MCILIV https://t.co/mVq3qqi5Sq'
2020-07-03 03:20:42,b'Check out my Gig on Fiverr: do converting getresponse landing page for your business https://t.co/w9CBTctgfM\xe2\x80\xa6 https://t.co/LixjCVOao4'
2020-07-03 03:20:41,b'RT @Views09: Who would you prefer in your team?\n1.Retweet for Kevin De Bruyne\n2. Like for Paul Pogba \n#MCILIV https://t.co/iFQ3nV1TAh'
2020-07-03 03:20:35,b'RT @goal: Kevin De Bruyne has been involved in 30 goals in his last 31 Premier League starts \xf0\x9f\x94\xa5\n\n1\xef\xb8\x8f\xe2\x83\xa32\xef\xb8\x8f\xe2\x83\xa3 goals\n1\xef\xb8\x8f\xe2\x83\xa38\xef\xb8\x8f\xe2\x83\xa3 assists\n\n#MCILIV https:\xe2\x80\xa6'
2020-07-03 03:20:25,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:20:18,"b""RT @LFC: 11' - A lovely cross from the right by Trent but Mane's header goes wide. Bright start.\n\n[0-0]\n\n#MCILIV"""
2020-07-03 03:20:12,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:20:07,b'RT @TopTrendThai: Twitter Trend\n2020-07-03 06:00:32\n1. #\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x97\xe0\xb8\x98\xe0\xb8\xb4\xe0\xb8\x99\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\x99\xe0\xb8\xad\xe0\xb8\xad\xe0\xb8\x9f\n2. #MCILIV\n3. #SEHUN\n4. #SMPROTECTCHENLE\n5. #EXO_SC'
2020-07-03 03:19:53,b'RT @GWijnaldum: Not our best performance. We\xe2\x80\x99ll make sure we\xe2\x80\x98ll show up strong next time \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe #MCILIV https://t.co/EFnnPECbSI'
2020-07-03 03:19:50,"b'""Manchester City vs Liverpool: Reds routed as City win 4-0"" #MCILIV https://t.co/58wQHflDcL'"
2020-07-03 03:19:44,b'Man City vs. Liverpool Analysis. #liverpool #mancity #MCILIV #mancityliverpool \nhttps://t.co/RLlxhSgEUr'
2020-07-03 03:19:40,b'RT @BeWarmers: Man City fans celebrating beating Liverpool tonight like\n#MCILIV https://t.co/rD3ZDz4E2l'
2020-07-03 03:19:40,b'RT @DigitalMigrant1: Pep gave the guard but took the honour.\n#MCILIV'
2020-07-03 03:19:36,b'Up close and penalty\n\n#JoeGomez\n#MCILIV https://t.co/l58gfOWNmo'
2020-07-03 03:19:28,b'RT @GWijnaldum: Not our best performance. We\xe2\x80\x99ll make sure we\xe2\x80\x98ll show up strong next time \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe #MCILIV https://t.co/EFnnPECbSI'
2020-07-03 03:19:26,b'RT @premierleague: Welcoming the \xf0\x9d\x90\x9c\xf0\x9d\x90\xa1\xf0\x9d\x90\x9a\xf0\x9d\x90\xa6\xf0\x9d\x90\xa9\xf0\x9d\x90\xa2\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xac \xf0\x9f\x8c\x9f\n\n#MCILIV https://t.co/mVq3qqi5Sq'
2020-07-03 03:19:26,"b""RT @LFC: 95' - Goal. Man City.\n\n[5-0]\n\n#MCILIV"""
2020-07-03 03:19:25,b'Mam City gave Liverpool a guard of honor then dishonored them \xf0\x9f\x98\x82\xf0\x9f\x98\x82 #MCILIV @AlmamyMoha @Asmali77 @maestro_Adan https://t.co/CLLIQ7eDGo'
2020-07-03 03:19:24,"b""RT @OptaJoe: 4-0 - Liverpool's 4-0 defeat to Manchester City is the joint-heaviest defeat by a team already crowned Premier League champion\xe2\x80\xa6"""
2020-07-03 03:19:23,"b'RT @OfficialSGoater: #MCILIV Listen I\xe2\x80\x99ve got a lot to say but I\xe2\x80\x99ll keep it brief. Yes, we want 6! But someone better give @ManCity a guard\xe2\x80\xa6'"
2020-07-03 03:19:21,b'RT @premierleague: Welcoming the \xf0\x9d\x90\x9c\xf0\x9d\x90\xa1\xf0\x9d\x90\x9a\xf0\x9d\x90\xa6\xf0\x9d\x90\xa9\xf0\x9d\x90\xa2\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xac \xf0\x9f\x8c\x9f\n\n#MCILIV https://t.co/mVq3qqi5Sq'
2020-07-03 03:19:16,b'RT @Zlatan_Ibile: On our way to solve the matter chai this is getting unbearable 4:0 #MCILIV https://t.co/VP2YiJx1n0'
2020-07-03 03:19:12,"b'RT @premierleague: GOAL Man City 2-0 Liverpool (35 mins)\n\nMan City double their lead, with Raheem Sterling scoring from close range\n\n#MCILIV'"
2020-07-03 03:19:11,b'RT @premierleague: Welcoming the \xf0\x9d\x90\x9c\xf0\x9d\x90\xa1\xf0\x9d\x90\x9a\xf0\x9d\x90\xa6\xf0\x9d\x90\xa9\xf0\x9d\x90\xa2\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xac \xf0\x9f\x8c\x9f\n\n#MCILIV https://t.co/mVq3qqi5Sq'
2020-07-03 03:19:05,"b""RT @premierleague: GOAL Man City 5-0 Liverpool (90+5 mins)\n\nIt's 5\xef\xb8\x8f\xe2\x83\xa3 for Man City as Riyad Mahrez slams home at Alisson's near post\n\n#MCILIV"""
2020-07-03 03:18:59,b'RT @EmilesMarto: Now Forget anythin about the 3\xc5\x95d Goal... Just look at that assist from De bruyne.\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d#newsgang #MCILIV https://t.co/mQGMJqJ\xe2\x80\xa6'
2020-07-03 03:18:57,b'RT @IanDoyleSport: The guard of honour #LFC #MCILIV \xf0\x9f\x94\xb4 https://t.co/hLMED0ECjY'
2020-07-03 03:18:56,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 03:18:44,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:18:44,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 03:18:41,b'RT @rantsnbants: NAAAAH WHO DID THIS?! \xf0\x9f\xa4\xa3 \xe2\x80\x9cgUaRd oF hOnOuR\xe2\x80\x9d #MCILIV https://t.co/wJqEleEU7y'
2020-07-03 03:18:34,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:18:32,"b'If there is a team in the world that can smash us like this, it is probably Manchester City but we will come again:\xe2\x80\xa6 https://t.co/CwDUBtupbU'"
2020-07-03 03:18:32,"b""RT @OptaJoe: 4-0 - Liverpool's 4-0 defeat to Manchester City is the joint-heaviest defeat by a team already crowned Premier League champion\xe2\x80\xa6"""
2020-07-03 03:18:27,b'RT @Anambravirgin: When your enemies prepare a table before you.. So that they can break it\xf0\x9f\x98\xad\n#MCILIV https://t.co/gUubpoU3nK'
2020-07-03 03:18:26,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 03:18:20,b'RT @rantsnbants: NAAAAH WHO DID THIS?! \xf0\x9f\xa4\xa3 \xe2\x80\x9cgUaRd oF hOnOuR\xe2\x80\x9d #MCILIV https://t.co/wJqEleEU7y'
2020-07-03 03:18:18,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:18:17,b'RT @GWijnaldum: Not our best performance. We\xe2\x80\x99ll make sure we\xe2\x80\x98ll show up strong next time \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe #MCILIV https://t.co/EFnnPECbSI'
2020-07-03 03:18:10,b'RT @GWijnaldum: Not our best performance. We\xe2\x80\x99ll make sure we\xe2\x80\x98ll show up strong next time \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe #MCILIV https://t.co/EFnnPECbSI'
2020-07-03 03:18:08,b'RT @JustToonIt_: FT Man City 4-0 Liverpool last night feel like\n#MCILIV #JustToonIt https://t.co/dt1vOdR8Yp'
2020-07-03 03:18:02,b'RT @IanDoyleSport: The guard of honour #LFC #MCILIV \xf0\x9f\x94\xb4 https://t.co/hLMED0ECjY'
2020-07-03 03:17:50,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:17:48,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 03:17:46,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:17:43,b'RT @MUFCCntrl: I\xe2\x80\x99m a United fan but if Kevin De Bruyne doesn\xe2\x80\x99t get prem player of the year he\xe2\x80\x99s been robbed #MCILIV https://t.co/Luvf0829W7'
2020-07-03 03:17:42,b'RT @Views09: Who would you prefer in your team?\n1.Retweet for Kevin De Bruyne\n2. Like for Paul Pogba \n#MCILIV https://t.co/iFQ3nV1TAh'
2020-07-03 03:17:37,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 03:17:36,"b""RT @mccoyinnocent: What's going on??\n#MCILIV https://t.co/fWVtIB0EMy"""
2020-07-03 03:17:28,b'RT @Anambravirgin: When your enemies prepare a table before you.. So that they can break it\xf0\x9f\x98\xad\n#MCILIV https://t.co/gUubpoU3nK'
2020-07-03 03:17:23,b'RT @JustToonIt_: FT Man City 4-0 Liverpool last night feel like\n#MCILIV #JustToonIt https://t.co/dt1vOdR8Yp'
2020-07-03 03:17:20,b'RT @BeWarmers: Man City fans celebrating beating Liverpool tonight like\n#MCILIV https://t.co/rD3ZDz4E2l'
2020-07-03 03:17:18,b'RT @fresherr01: This is how you escort a ram to the slaughterhouse \n#MCILIV https://t.co/WTnGJoDPfO'
2020-07-03 03:17:13,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 03:17:13,b'RT @Views09: Who would you prefer in your team?\n1.Retweet for Kevin De Bruyne\n2. Like for Paul Pogba \n#MCILIV https://t.co/iFQ3nV1TAh'
2020-07-03 03:17:11,b'RT @premierleague: Welcoming the \xf0\x9d\x90\x9c\xf0\x9d\x90\xa1\xf0\x9d\x90\x9a\xf0\x9d\x90\xa6\xf0\x9d\x90\xa9\xf0\x9d\x90\xa2\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xac \xf0\x9f\x8c\x9f\n\n#MCILIV https://t.co/mVq3qqi5Sq'
2020-07-03 03:17:09,b'RT @MUFCCntrl: I\xe2\x80\x99m a United fan but if Kevin De Bruyne doesn\xe2\x80\x99t get prem player of the year he\xe2\x80\x99s been robbed #MCILIV https://t.co/Luvf0829W7'
2020-07-03 03:17:06,b'RT @jibbyford_: Man City gave Liverpool a guard of honor then dishonored them and made it look like they won the league four nothing \xf0\x9f\x98\x82\xf0\x9f\x92\x94 #MC\xe2\x80\xa6'
2020-07-03 03:17:03,b'RT @BeWarmers: Man City fans celebrating beating Liverpool tonight like\n#MCILIV https://t.co/rD3ZDz4E2l'
2020-07-03 03:17:00,b'RT @premierleague: Fantastic \xf0\x9d\x94\xbd\xf0\x9d\x95\x86\xf0\x9d\x95\x8c\xe2\x84\x9d for @ManCity \n\n#MCILIV https://t.co/puzTLGdcfd'
2020-07-03 03:16:59,b'RT @OfficialFPL: Goal - own goal (Oxlade-Chamberlain)\nAssist - STERLING\n\nMan City 4-0 Liverpool (66 mins)\n\n#FPL #MCILIV'
2020-07-03 03:16:59,b'No. 2 #ManCity thumps No. 1 #LiverpoolFC. Keep this up and they may catch the leaders sometime next season. #MCILIV #EPL'
2020-07-03 03:16:55,"b'RT @online__pastor: #mompha\nNice concept/creativity \nLike and retweet if you love it\nPC : Wandrographer \nVenita , Seyitan \nDbanj , pablo Es\xe2\x80\xa6'"
2020-07-03 03:16:54,"b""RT @LFC: 95' - Goal. Man City.\n\n[5-0]\n\n#MCILIV"""
2020-07-03 03:16:53,"b""RT @OptaJoe: 4-0 - Liverpool's 4-0 defeat to Manchester City is the joint-heaviest defeat by a team already crowned Premier League champion\xe2\x80\xa6"""
2020-07-03 03:16:50,"b'RT @henrywinter: Raheem Sterling has just walked 70 yards to seek out Jordan Henderson, embrace him and congratulate him. (Players doing po\xe2\x80\xa6'"
2020-07-03 03:16:49,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:16:47,b'RT @Anambravirgin: When your enemies prepare a table before you.. So that they can break it\xf0\x9f\x98\xad\n#MCILIV https://t.co/gUubpoU3nK'
2020-07-03 03:16:37,b'RT @DammitArsenal: How many years did it take for Liverpool to win the title ? #MCILIV https://t.co/K9qf393Sn0'
2020-07-03 03:16:37,b'RT @jibbyford_: Man City gave Liverpool a guard of honor then dishonored them and made it look like they won the league four nothing \xf0\x9f\x98\x82\xf0\x9f\x92\x94 #MC\xe2\x80\xa6'
2020-07-03 03:16:36,"b'RT @BeWarmers: Never a penalty, Gomez clearly got the ball(s)\n#MCILIV https://t.co/DwtmAFVG22'"
2020-07-03 03:16:35,b'RT @Views09: Who would you prefer in your team?\n1.Retweet for Kevin De Bruyne\n2. Like for Paul Pogba \n#MCILIV https://t.co/iFQ3nV1TAh'
2020-07-03 03:16:31,b'RT @OfficialFPL: Goal - own goal (Oxlade-Chamberlain)\nAssist - STERLING\n\nMan City 4-0 Liverpool (66 mins)\n\n#FPL #MCILIV'
2020-07-03 03:16:28,b'RT @premierleague: Welcoming the \xf0\x9d\x90\x9c\xf0\x9d\x90\xa1\xf0\x9d\x90\x9a\xf0\x9d\x90\xa6\xf0\x9d\x90\xa9\xf0\x9d\x90\xa2\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xac \xf0\x9f\x8c\x9f\n\n#MCILIV https://t.co/mVq3qqi5Sq'
2020-07-03 03:16:28,"b'RT @chubiei: ""Liverpool fans but we don\'t care, we have won the league""\n#MCILIV https://t.co/GHk7IqwFfk'"
2020-07-03 03:16:21,"b""RT @LFC: We've arrived \xf0\x9f\x92\xaa\xf0\x9f\x94\xb4\n\n#MCILIV \xf0\x9f\x94\x9c https://t.co/DrdGaCCfeg"""
2020-07-03 03:16:18,b'Someone was saying this #Liverpool side would easily win against the #Arsenal #Invincibles \n\n#MCILIV 4-0 #LMAO'
2020-07-03 03:16:18,b'RT @OfficialFPL: Goal - own goal (Oxlade-Chamberlain)\nAssist - STERLING\n\nMan City 4-0 Liverpool (66 mins)\n\n#FPL #MCILIV'
2020-07-03 03:16:13,"b'RT @premierleague: After consulting the VAR, referee Anthony Taylor disallows the goal for handball because there was a handball by Phil Fo\xe2\x80\xa6'"
2020-07-03 03:16:08,b'RT @rantsnbants: Guard of honour then punched them man in the throat \xf0\x9f\xa4\xa3 this league title needs and asterisk forreal \xf0\x9f\x98\xad #MCILIV'
2020-07-03 03:16:06,b'RT @BBCSport: Liverpool were thrashed by Man City in their first game after sealing the Premier League title.\n\n#MCILIV report: https://t.co\xe2\x80\xa6'
2020-07-03 03:16:04,"b""RT @goal: Arsenal fans watching Man City's performance tonight knowing they've got them in the FA Cup semis \xf0\x9f\x98\x9f\n\n#MCILIV https://t.co/s6EXeqk\xe2\x80\xa6"""
2020-07-03 03:15:55,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 03:15:54,"b""RT @premierleague: GOAL Man City 5-0 Liverpool (90+5 mins)\n\nIt's 5\xef\xb8\x8f\xe2\x83\xa3 for Man City as Riyad Mahrez slams home at Alisson's near post\n\n#MCILIV"""
2020-07-03 03:15:50,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:15:45,b'RT @OptaJoe: 2 - Liverpool\xe2\x80\x99s two heaviest Premier League defeats under J\xc3\xbcrgen Klopp have both been at the Etihad Stadium against Manchester\xe2\x80\xa6'
2020-07-03 03:15:42,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:15:36,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:15:34,"b""RT @LFCphoto: Half hearted clapping. Couldn't look us in the face. Walking off before all the players were through. They're fumin' and they\xe2\x80\xa6"""
2020-07-03 03:15:31,"b'RT @BanterFC5: \xe2\x80\x9cNo joke, we were still popping bottles at halftime\xe2\x80\x9d #MCILIV https://t.co/VwFTCO4fOo'"
2020-07-03 03:15:30,b'RT @premierleague: Fantastic \xf0\x9d\x94\xbd\xf0\x9d\x95\x86\xf0\x9d\x95\x8c\xe2\x84\x9d for @ManCity \n\n#MCILIV https://t.co/puzTLGdcfd'
2020-07-03 03:15:29,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:15:25,"b""RT @tennyjsh: Newly crowned champions lost 4-0 HAHAHAHAHAHA what a joke of a team, don't deserved to be called champions this \xf0\x9f\x98\x82 #MCILIV"""
2020-07-03 03:15:13,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:15:11,b'RT @GWijnaldum: Not our best performance. We\xe2\x80\x99ll make sure we\xe2\x80\x98ll show up strong next time \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe #MCILIV https://t.co/EFnnPECbSI'
2020-07-03 03:15:00,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 03:14:52,"b""RT @DominicMboo_: What's happenning to my liverpool?? #MCILIV https://t.co/ycTQPthNJc"""
2020-07-03 03:14:47,b'RT @LFCphoto: City fans.\xf0\x9f\x98\x82\n\n#LFC #MCILIV #LFCchampions https://t.co/mEyB0gVmmL'
2020-07-03 03:14:44,b'RT @Zlatan_Ibile: On our way to solve the matter chai this is getting unbearable 4:0 #MCILIV https://t.co/VP2YiJx1n0'
2020-07-03 03:14:41,b'RT @premierleague: Welcoming the \xf0\x9d\x90\x9c\xf0\x9d\x90\xa1\xf0\x9d\x90\x9a\xf0\x9d\x90\xa6\xf0\x9d\x90\xa9\xf0\x9d\x90\xa2\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xac \xf0\x9f\x8c\x9f\n\n#MCILIV https://t.co/mVq3qqi5Sq'
2020-07-03 03:14:40,b'RT @Anambravirgin: When your enemies prepare a table before you.. So that they can break it\xf0\x9f\x98\xad\n#MCILIV https://t.co/gUubpoU3nK'
2020-07-03 03:14:36,"b""RT @bvlogun: Man City told Liverpool 'with all due respect' and went ahead to disrespect them \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad #MCILIV"""
2020-07-03 03:14:34,b'RT @premierleague: Fantastic \xf0\x9d\x94\xbd\xf0\x9d\x95\x86\xf0\x9d\x95\x8c\xe2\x84\x9d for @ManCity \n\n#MCILIV https://t.co/puzTLGdcfd'
2020-07-03 03:14:22,b'RT @OfficialSGoater: #MCILIV @PhilFoden When I say Phil you say Foden! Phil?'
2020-07-03 03:14:18,b'RT @OfficialFPL: Goal - own goal (Oxlade-Chamberlain)\nAssist - STERLING\n\nMan City 4-0 Liverpool (66 mins)\n\n#FPL #MCILIV'
2020-07-03 03:14:16,b'RT @mmgbenusola_: MANCHESTER CITY WILL FORM GUARD OF HONOR FOR LIVERPOOL TONIGHT \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad.. \n\nNa see finish be that o\n\n#MCILIV'
2020-07-03 03:14:13,"b""RT @LFC: 66' - Goal. Man City.\n\n[4-0]\n\n#MCILIV"""
2020-07-03 03:14:10,b'RT @Chief_umar: Gomez going for the wrong ball.\xf0\x9f\x98\x82\n #MCILIV https://t.co/K1x0619r6d'
2020-07-03 03:14:00,"b'RT @chubiei: ""Liverpool fans but we don\'t care, we have won the league""\n#MCILIV https://t.co/GHk7IqwFfk'"
2020-07-03 03:14:00,"b'RT @NabilAdams: At the end of the day no matter what happens, it is the hope that we have within our hearts that keeps us going  #YElites #\xe2\x80\xa6'"
2020-07-03 03:13:54,b'RT @premierleague: Fantastic \xf0\x9d\x94\xbd\xf0\x9d\x95\x86\xf0\x9d\x95\x8c\xe2\x84\x9d for @ManCity \n\n#MCILIV https://t.co/puzTLGdcfd'
